date,rainfall_mm,temp_c,solar_rad_kwh_m2
2001-01-01,0.0,17.12,17.19
2001-01-02,0.0,17.68,16.63
2001-01-03,0.0,18.75,16.63
2001-01-04,0.0,16.09,15.73
2001-01-05,0.0,14.56,16.93
2001-01-06,0.0,13.58,16.48
2001-01-07,0.0,13.88,17.09
2001-01-08,0.0,14.49,17.26
2001-01-09,0.0,15.36,15.47
2001-01-10,0.0,14.58,13.03
2001-01-11,0.0,13.3,15.89
2001-01-12,0.0,12.74,17.18
2001-01-13,0.0,13.7,16.89
2001-01-14,0.0,14.35,17.3
2001-01-15,0.0,14.62,17.61
2001-01-16,0.0,15.03,18.02
2001-01-17,0.0,15.74,18.39
2001-01-18,0.0,15.7,18.66
2001-01-19,0.0,15.81,18.92
2001-01-20,0.0,16.46,18.95
2001-01-21,0.0,16.66,19.05
2001-01-22,0.0,17.17,18.48
2001-01-23,0.0,17.85,16.79
2001-01-24,0.0,18.89,16.86
2001-01-25,0.0,14.97,18.37
2001-01-26,0.0,13.76,18.43
2001-01-27,0.0,13.98,17.4
2001-01-28,0.0,14.59,17.31
2001-01-29,0.0,15.59,17.08
2001-01-30,0.0,17.53,16.96
2001-01-31,0.0,18.23,17.13
2001-02-01,0.0,18.66,16.29
2001-02-02,0.0,20.87,17.5
2001-02-03,0.0,19.54,17.2
2001-02-04,0.0,18.0,19.7
2001-02-05,0.0,18.73,17.43
2001-02-06,0.0,20.54,18.24
2001-02-07,0.0,18.58,19.49
2001-02-08,0.0,17.82,19.62
2001-02-09,0.0,18.79,20.0
2001-02-10,0.0,18.59,19.22
2001-02-11,0.0,19.11,19.52
2001-02-12,0.0,18.92,19.48
2001-02-13,0.0,18.32,21.22
2001-02-14,0.0,18.98,21.14
2001-02-15,0.0,21.49,18.3
2001-02-16,0.0,22.54,21.33
2001-02-17,0.0,23.08,19.81
2001-02-18,0.0,23.27,20.59
2001-02-19,0.0,23.58,19.31
2001-02-20,0.0,23.68,20.12
2001-02-21,1.29,22.82,19.86
2001-02-22,5.31,23.05,17.72
2001-02-23,0.0,23.75,21.06
2001-02-24,0.18,23.28,19.77
2001-02-25,0.97,23.89,18.24
2001-02-26,11.29,24.11,15.7
2001-02-27,11.78,23.89,13.0
2001-02-28,0.0,24.78,19.27
2001-03-01,0.49,24.27,20.72
2001-03-02,0.0,24.7,20.95
2001-03-03,0.0,23.56,22.58
2001-03-04,0.0,22.95,23.47
2001-03-05,0.16,22.75,20.72
2001-03-06,0.0,22.94,23.16
2001-03-07,0.0,22.91,23.62
2001-03-08,0.0,22.73,22.71
2001-03-09,0.0,23.46,21.57
2001-03-10,0.0,23.8,21.74
2001-03-11,0.0,23.54,23.92
2001-03-12,0.0,23.6,23.97
2001-03-13,0.0,24.19,23.29
2001-03-14,0.0,25.43,22.6
2001-03-15,0.01,25.95,22.94
2001-03-16,0.0,27.33,22.05
2001-03-17,0.0,27.17,23.81
2001-03-18,0.95,27.9,22.49
2001-03-19,0.0,27.87,24.03
2001-03-20,0.0,27.62,24.24
2001-03-21,0.0,28.29,23.13
2001-03-22,0.18,28.82,23.2
2001-03-23,1.24,26.93,13.1
2001-03-24,0.21,28.97,21.74
2001-03-25,0.14,29.04,22.86
2001-03-26,0.12,29.18,19.37
2001-03-27,0.35,29.02,22.24
2001-03-28,2.95,28.71,20.99
2001-03-29,2.46,29.17,22.78
2001-03-30,0.55,28.7,21.38
2001-03-31,0.59,28.32,19.85
2001-04-01,3.01,28.66,22.73
2001-04-02,5.6,28.39,21.53
2001-04-03,0.49,29.44,24.32
2001-04-04,0.0,30.38,25.63
2001-04-05,0.12,30.44,24.63
2001-04-06,0.0,31.22,24.95
2001-04-07,0.0,31.51,24.39
2001-04-08,0.0,31.08,23.89
2001-04-09,0.0,29.04,17.34
2001-04-10,0.01,28.34,17.56
2001-04-11,0.02,29.14,21.07
2001-04-12,0.04,29.08,17.37
2001-04-13,5.11,29.18,17.01
2001-04-14,6.63,27.46,12.68
2001-04-15,0.44,26.59,16.62
2001-04-16,0.52,28.9,25.49
2001-04-17,3.76,29.65,25.83
2001-04-18,2.13,28.46,17.49
2001-04-19,0.12,30.34,26.78
2001-04-20,0.56,30.49,25.22
2001-04-21,0.41,30.46,25.22
2001-04-22,0.0,30.79,25.84
2001-04-23,0.0,31.12,26.65
2001-04-24,0.0,31.53,26.61
2001-04-25,0.0,31.26,25.9
2001-04-26,0.0,30.55,25.72
2001-04-27,0.08,29.94,24.74
2001-04-28,1.29,29.78,21.58
2001-04-29,5.52,29.79,18.54
2001-04-30,15.63,28.26,21.3
2001-05-01,9.49,29.18,25.53
2001-05-02,0.98,29.78,17.0
2001-05-03,17.24,28.64,10.41
2001-05-04,41.18,26.97,8.02
2001-05-05,13.19,27.14,13.66
2001-05-06,13.22,26.09,16.33
2001-05-07,36.99,27.5,10.3
2001-05-08,38.58,27.72,1.94
2001-05-09,21.38,28.16,13.54
2001-05-10,51.24,28.56,9.7
2001-05-11,72.8,28.1,17.58
2001-05-12,18.59,26.96,13.68
2001-05-13,0.12,26.96,26.69
2001-05-14,0.0,28.05,26.05
2001-05-15,0.01,29.37,26.56
2001-05-16,0.15,28.88,25.83
2001-05-17,0.49,28.12,26.27
2001-05-18,0.48,28.35,26.42
2001-05-19,4.03,28.45,22.98
2001-05-20,4.72,28.33,26.01
2001-05-21,6.51,27.7,23.54
2001-05-22,5.32,28.1,13.73
2001-05-23,13.49,28.64,14.99
2001-05-24,10.78,27.95,11.52
2001-05-25,0.42,28.15,25.38
2001-05-26,7.78,28.13,13.91
2001-05-27,0.39,28.42,25.11
2001-05-28,1.36,27.67,22.67
2001-05-29,6.02,27.66,21.47
2001-05-30,6.67,27.66,23.24
2001-05-31,5.26,28.07,14.7
2001-06-01,6.93,28.11,21.07
2001-06-02,11.09,28.18,20.84
2001-06-03,22.0,26.88,6.78
2001-06-04,22.57,26.91,6.63
2001-06-05,40.37,27.34,10.38
2001-06-06,34.66,27.56,6.92
2001-06-07,16.59,27.52,12.34
2001-06-08,23.43,27.41,9.66
2001-06-09,4.24,27.6,17.65
2001-06-10,3.78,27.5,24.14
2001-06-11,4.75,27.83,25.99
2001-06-12,0.41,28.01,22.72
2001-06-13,8.13,27.74,11.94
2001-06-14,44.13,27.19,2.32
2001-06-15,61.34,27.15,4.41
2001-06-16,62.29,26.45,8.43
2001-06-17,37.14,26.74,6.25
2001-06-18,25.46,27.28,10.03
2001-06-19,25.93,27.69,19.78
2001-06-20,60.83,28.11,11.16
2001-06-21,17.14,28.5,11.49
2001-06-22,0.95,28.32,23.53
2001-06-23,1.35,28.19,20.19
2001-06-24,0.84,27.73,21.81
2001-06-25,0.51,27.72,21.41
2001-06-26,1.55,27.7,21.45
2001-06-27,7.48,27.45,21.04
2001-06-28,1.96,27.63,19.29
2001-06-29,7.67,27.77,11.45
2001-06-30,12.59,27.58,6.68
2001-07-01,24.23,27.14,4.28
2001-07-02,4.23,26.97,9.92
2001-07-03,0.3,27.51,18.65
2001-07-04,0.31,27.7,25.97
2001-07-05,1.26,27.49,23.39
2001-07-06,1.19,27.76,24.1
2001-07-07,4.34,27.76,25.05
2001-07-08,6.85,28.08,23.24
2001-07-09,2.79,28.03,15.18
2001-07-10,14.18,27.31,17.15
2001-07-11,14.1,27.34,16.58
2001-07-12,11.71,27.41,21.9
2001-07-13,10.99,27.4,19.04
2001-07-14,7.1,27.59,14.91
2001-07-15,3.89,27.75,21.82
2001-07-16,1.63,27.41,21.67
2001-07-17,1.11,27.42,22.97
2001-07-18,1.91,27.68,23.44
2001-07-19,3.37,27.49,16.48
2001-07-20,9.06,27.26,11.95
2001-07-21,9.42,27.73,16.4
2001-07-22,5.65,27.75,18.94
2001-07-23,6.02,27.93,22.37
2001-07-24,13.34,27.45,18.73
2001-07-25,20.32,27.49,14.79
2001-07-26,15.37,27.5,18.34
2001-07-27,6.51,27.73,9.97
2001-07-28,26.65,27.87,15.4
2001-07-29,51.37,27.93,19.18
2001-07-30,68.42,27.11,13.46
2001-07-31,30.61,27.76,7.17
2001-08-01,70.49,27.56,10.13
2001-08-02,13.35,28.07,16.15
2001-08-03,0.81,27.92,19.41
2001-08-04,5.29,27.5,19.42
2001-08-05,21.9,27.46,23.18
2001-08-06,24.73,28.31,21.5
2001-08-07,22.14,28.19,22.21
2001-08-08,20.87,27.3,19.98
2001-08-09,4.75,27.58,23.33
2001-08-10,0.32,27.79,23.04
2001-08-11,0.69,28.05,22.17
2001-08-12,0.28,27.86,19.97
2001-08-13,2.31,27.83,13.98
2001-08-14,3.47,27.08,12.78
2001-08-15,7.28,27.78,21.44
2001-08-16,4.29,28.37,20.44
2001-08-17,1.12,28.54,19.42
2001-08-18,0.22,28.31,22.62
2001-08-19,2.63,28.23,22.06
2001-08-20,1.52,28.29,24.01
2001-08-21,0.89,27.42,19.46
2001-08-22,0.61,27.72,20.93
2001-08-23,0.43,27.89,22.89
2001-08-24,1.99,27.78,18.34
2001-08-25,6.34,27.97,9.06
2001-08-26,35.28,28.07,14.23
2001-08-27,49.49,27.62,17.2
2001-08-28,1.06,28.39,20.79
2001-08-29,5.11,27.86,16.24
2001-08-30,3.17,27.5,21.41
2001-08-31,2.66,28.04,19.59
2001-09-01,2.84,27.6,19.24
2001-09-02,1.1,27.51,21.76
2001-09-03,0.84,27.43,19.24
2001-09-04,0.3,27.46,21.58
2001-09-05,0.17,27.77,16.16
2001-09-06,8.7,27.5,16.71
2001-09-07,9.01,27.59,16.35
2001-09-08,2.1,27.57,18.21
2001-09-09,3.92,27.93,17.06
2001-09-10,6.8,27.37,16.93
2001-09-11,1.34,26.97,18.98
2001-09-12,1.28,27.56,18.38
2001-09-13,1.89,27.1,19.75
2001-09-14,1.22,27.78,21.58
2001-09-15,0.58,29.2,20.84
2001-09-16,2.56,28.66,6.71
2001-09-17,8.84,26.72,13.01
2001-09-18,31.7,26.24,9.97
2001-09-19,16.21,26.36,6.61
2001-09-20,0.78,27.36,19.64
2001-09-21,0.28,26.45,21.51
2001-09-22,1.09,27.74,15.01
2001-09-23,4.79,27.78,17.92
2001-09-24,4.04,27.78,19.8
2001-09-25,0.26,27.44,20.03
2001-09-26,0.19,28.02,22.29
2001-09-27,0.07,27.78,19.54
2001-09-28,0.02,28.46,19.98
2001-09-29,0.61,28.31,22.55
2001-09-30,4.93,27.03,20.07
2001-10-01,4.55,27.26,17.93
2001-10-02,3.02,26.82,18.4
2001-10-03,16.53,26.72,17.28
2001-10-04,9.52,26.32,15.91
2001-10-05,6.31,26.25,19.69
2001-10-06,0.13,27.55,17.32
2001-10-07,0.1,27.81,19.92
2001-10-08,0.59,27.82,20.79
2001-10-09,10.43,26.95,19.12
2001-10-10,12.81,27.12,8.97
2001-10-11,3.5,26.97,19.78
2001-10-12,3.75,27.04,18.87
2001-10-13,2.06,26.89,14.56
2001-10-14,11.0,27.04,10.88
2001-10-15,6.64,27.08,18.94
2001-10-16,5.93,27.2,20.31
2001-10-17,13.42,27.42,16.62
2001-10-18,23.95,26.08,17.15
2001-10-19,2.88,26.99,17.32
2001-10-20,0.08,26.04,19.33
2001-10-21,0.0,25.82,20.22
2001-10-22,0.0,25.89,20.74
2001-10-23,0.0,25.63,21.05
2001-10-24,0.0,25.6,20.65
2001-10-25,0.0,25.71,20.3
2001-10-26,0.0,25.72,19.62
2001-10-27,9.05,25.28,4.92
2001-10-28,1.59,25.33,5.69
2001-10-29,0.07,25.07,6.01
2001-10-30,9.38,25.25,7.24
2001-10-31,11.79,25.77,11.43
2001-11-01,1.72,26.36,15.62
2001-11-02,0.19,25.38,18.71
2001-11-03,0.14,24.71,18.12
2001-11-04,0.0,23.73,16.41
2001-11-05,0.01,23.46,18.48
2001-11-06,0.01,23.74,17.05
2001-11-07,0.45,23.62,7.56
2001-11-08,1.5,24.18,8.61
2001-11-09,0.23,24.03,7.68
2001-11-10,1.09,24.29,7.24
2001-11-11,26.15,23.34,4.04
2001-11-12,7.59,24.54,4.03
2001-11-13,0.02,25.04,13.94
2001-11-14,0.0,23.84,18.59
2001-11-15,0.0,23.12,18.3
2001-11-16,0.0,23.06,18.49
2001-11-17,0.0,22.89,18.64
2001-11-18,0.01,22.32,18.32
2001-11-19,0.28,22.05,13.12
2001-11-20,0.0,22.11,17.66
2001-11-21,0.0,22.57,17.55
2001-11-22,0.0,22.36,14.81
2001-11-23,0.0,21.15,14.47
2001-11-24,0.0,20.53,15.22
2001-11-25,0.0,20.17,17.16
2001-11-26,0.0,20.74,17.57
2001-11-27,0.0,20.62,17.17
2001-11-28,0.0,19.17,17.45
2001-11-29,0.0,18.51,17.16
2001-11-30,0.0,17.52,17.46
2001-12-01,0.0,16.79,16.62
2001-12-02,0.0,16.98,16.38
2001-12-03,0.0,16.32,15.96
2001-12-04,0.0,17.21,16.56
2001-12-05,0.0,17.78,16.36
2001-12-06,0.0,17.52,16.4
2001-12-07,0.0,17.34,16.0
2001-12-08,0.0,18.05,15.48
2001-12-09,0.0,18.09,15.04
2001-12-10,0.0,17.04,16.56
2001-12-11,0.0,16.55,16.98
2001-12-12,0.0,16.41,17.4
2001-12-13,0.0,16.04,16.8
2001-12-14,0.0,16.04,16.35
2001-12-15,0.0,16.92,16.93
2001-12-16,0.0,17.09,16.54
2001-12-17,0.0,16.15,17.03
2001-12-18,0.0,16.01,16.62
2001-12-19,0.0,16.35,17.14
2001-12-20,0.0,16.84,13.16
2001-12-21,0.0,16.53,14.78
2001-12-22,32.99,16.94,12.82
2001-12-23,0.0,17.65,16.12
2001-12-24,0.0,17.99,13.53
2001-12-25,0.0,17.88,16.79
2001-12-26,0.0,17.61,16.98
2001-12-27,0.0,17.72,17.28
2001-12-28,0.0,17.17,17.38
2001-12-29,0.0,16.82,17.3
2001-12-30,0.0,16.27,16.72
2001-12-31,0.0,15.81,15.78
2002-01-01,0.0,14.92,13.71
2002-01-02,0.0,15.57,17.31
2002-01-03,0.0,16.36,17.67
2002-01-04,0.0,17.59,14.46
2002-01-05,0.0,17.82,17.13
2002-01-06,0.0,17.57,16.93
2002-01-07,0.01,16.96,9.78
2002-01-08,0.18,18.09,6.63
2002-01-09,0.0,17.92,15.32
2002-01-10,0.0,16.63,14.93
2002-01-11,0.0,16.55,16.12
2002-01-12,0.0,15.62,16.56
2002-01-13,0.0,15.7,17.89
2002-01-14,0.0,17.33,17.29
2002-01-15,0.0,17.93,15.48
2002-01-16,0.0,18.5,16.59
2002-01-17,0.01,19.77,17.11
2002-01-18,0.0,19.96,15.51
2002-01-19,0.0,20.66,14.67
2002-01-20,0.0,19.77,17.94
2002-01-21,0.0,20.49,18.77
2002-01-22,0.02,20.81,17.73
2002-01-23,3.11,19.93,6.86
2002-01-24,0.95,20.31,10.51
2002-01-25,0.0,16.73,16.49
2002-01-26,0.0,15.85,18.14
2002-01-27,0.0,15.17,18.72
2002-01-28,1.18,15.16,11.7
2002-01-29,0.25,16.74,10.94
2002-01-30,2.78,17.43,5.48
2002-01-31,0.0,16.21,18.66
2002-02-01,0.0,15.38,19.95
2002-02-02,0.0,15.69,19.83
2002-02-03,0.0,15.8,18.86
2002-02-04,0.0,15.73,19.58
2002-02-05,0.0,16.15,19.98
2002-02-06,0.0,17.01,20.03
2002-02-07,0.0,18.61,19.72
2002-02-08,0.0,19.95,19.86
2002-02-09,0.0,20.99,19.84
2002-02-10,0.0,21.24,20.12
2002-02-11,0.0,21.42,20.62
2002-02-12,0.0,21.12,19.31
2002-02-13,0.0,20.3,17.44
2002-02-14,0.0,19.51,18.61
2002-02-15,0.0,18.47,21.61
2002-02-16,0.0,19.81,22.15
2002-02-17,0.0,21.61,21.28
2002-02-18,0.0,22.68,21.2
2002-02-19,0.0,23.08,20.72
2002-02-20,0.0,22.6,21.36
2002-02-21,0.0,22.68,20.79
2002-02-22,0.0,23.37,20.54
2002-02-23,0.0,24.01,20.37
2002-02-24,0.0,24.15,21.63
2002-02-25,0.01,24.48,21.67
2002-02-26,0.2,24.17,19.56
2002-02-27,0.0,22.68,19.45
2002-02-28,0.0,22.16,22.59
2002-03-01,0.0,22.95,22.17
2002-03-02,0.0,24.15,22.41
2002-03-03,2.85,24.69,19.0
2002-03-04,8.52,25.1,20.16
2002-03-05,0.0,23.9,21.83
2002-03-06,0.0,23.55,22.81
2002-03-07,0.0,23.59,23.44
2002-03-08,0.0,24.09,24.22
2002-03-09,0.0,25.51,22.26
2002-03-10,0.05,26.88,21.93
2002-03-11,0.18,26.72,21.94
2002-03-12,0.0,27.31,21.84
2002-03-13,0.0,25.63,22.84
2002-03-14,0.0,25.98,22.66
2002-03-15,0.0,26.7,22.72
2002-03-16,0.0,27.05,21.74
2002-03-17,0.0,26.41,23.98
2002-03-18,0.0,26.25,25.28
2002-03-19,0.0,27.2,25.14
2002-03-20,0.0,27.74,24.59
2002-03-21,0.0,27.34,25.05
2002-03-22,0.0,27.14,22.84
2002-03-23,0.78,26.84,21.38
2002-03-24,7.26,26.88,22.27
2002-03-25,8.32,26.94,19.53
2002-03-26,8.13,26.82,20.36
2002-03-27,24.06,26.32,17.95
2002-03-28,12.78,26.76,18.7
2002-03-29,0.49,27.96,12.7
2002-03-30,1.18,27.67,23.83
2002-03-31,0.03,27.8,24.37
2002-04-01,2.61,27.94,23.67
2002-04-02,6.37,25.99,14.1
2002-04-03,8.92,25.22,7.11
2002-04-04,0.39,26.19,24.62
2002-04-05,0.66,27.71,25.83
2002-04-06,2.54,28.08,25.89
2002-04-07,0.01,29.04,26.09
2002-04-08,0.0,29.27,25.62
2002-04-09,0.27,29.41,19.61
2002-04-10,1.0,29.7,23.18
2002-04-11,5.05,27.75,8.77
2002-04-12,0.0,28.34,25.38
2002-04-13,0.01,28.35,25.05
2002-04-14,0.0,28.94,26.37
2002-04-15,0.15,28.39,18.22
2002-04-16,0.09,28.66,22.96
2002-04-17,0.31,29.05,19.45
2002-04-18,0.05,29.11,22.41
2002-04-19,0.01,29.16,22.3
2002-04-20,0.0,30.19,24.12
2002-04-21,0.03,28.47,18.72
2002-04-22,0.06,27.61,6.32
2002-04-23,0.01,27.94,18.24
2002-04-24,1.14,29.79,24.41
2002-04-25,1.39,30.03,21.76
2002-04-26,2.29,29.93,14.95
2002-04-27,34.33,27.36,23.98
2002-04-28,0.79,28.28,25.6
2002-04-29,1.29,28.54,24.05
2002-04-30,4.88,28.34,23.03
2002-05-01,5.95,28.51,23.45
2002-05-02,8.97,29.0,22.86
2002-05-03,0.25,29.15,24.85
2002-05-04,1.3,29.49,21.82
2002-05-05,2.74,29.76,10.72
2002-05-06,9.74,27.81,6.44
2002-05-07,22.03,28.91,20.53
2002-05-08,30.98,28.69,5.74
2002-05-09,8.7,28.81,18.32
2002-05-10,4.59,28.35,5.52
2002-05-11,3.56,29.18,11.39
2002-05-12,2.52,29.94,20.0
2002-05-13,2.78,29.58,2.78
2002-05-14,0.7,28.83,22.27
2002-05-15,1.32,27.97,21.02
2002-05-16,0.74,29.14,25.35
2002-05-17,0.58,30.47,24.78
2002-05-18,1.37,31.33,24.38
2002-05-19,3.06,30.71,19.42
2002-05-20,4.36,29.76,18.65
2002-05-21,3.21,30.64,20.78
2002-05-22,6.62,29.73,16.84
2002-05-23,6.15,28.96,19.55
2002-05-24,3.87,28.42,22.63
2002-05-25,20.78,27.02,21.85
2002-05-26,24.73,27.71,20.51
2002-05-27,27.42,26.98,13.75
2002-05-28,0.39,26.98,14.29
2002-05-29,0.27,26.55,21.81
2002-05-30,0.96,27.58,24.32
2002-05-31,6.26,27.96,18.85
2002-06-01,14.38,27.65,22.34
2002-06-02,18.49,27.96,25.05
2002-06-03,4.83,28.83,20.31
2002-06-04,18.34,28.39,22.75
2002-06-05,7.96,28.79,22.67
2002-06-06,0.89,27.84,22.66
2002-06-07,13.42,27.81,10.91
2002-06-08,29.67,27.91,13.25
2002-06-09,3.94,27.83,15.13
2002-06-10,4.5,27.86,20.01
2002-06-11,7.15,27.0,12.12
2002-06-12,41.42,27.38,4.1
2002-06-13,46.76,27.43,2.72
2002-06-14,10.87,27.64,14.73
2002-06-15,5.35,28.28,21.33
2002-06-16,3.66,28.06,23.44
2002-06-17,2.4,27.96,25.09
2002-06-18,9.29,28.58,24.55
2002-06-19,0.05,28.44,24.32
2002-06-20,0.06,28.11,17.2
2002-06-21,4.71,27.6,11.88
2002-06-22,14.38,28.33,9.98
2002-06-23,10.28,27.86,22.44
2002-06-24,18.29,28.33,22.08
2002-06-25,4.6,28.03,14.47
2002-06-26,8.08,27.95,14.5
2002-06-27,7.23,28.54,15.02
2002-06-28,8.02,28.64,19.37
2002-06-29,30.15,28.8,11.72
2002-06-30,44.88,28.03,9.18
2002-07-01,43.18,28.93,5.03
2002-07-02,48.7,27.97,15.38
2002-07-03,31.14,28.19,9.22
2002-07-04,29.21,28.2,6.31
2002-07-05,49.22,28.52,12.76
2002-07-06,9.66,28.43,10.92
2002-07-07,8.62,29.24,13.05
2002-07-08,1.16,28.83,8.41
2002-07-09,2.32,28.21,12.68
2002-07-10,2.91,28.73,8.53
2002-07-11,7.42,27.77,10.74
2002-07-12,3.48,28.37,13.01
2002-07-13,7.35,28.08,13.75
2002-07-14,8.32,28.34,18.99
2002-07-15,12.0,28.17,19.85
2002-07-16,15.23,28.0,17.85
2002-07-17,6.43,27.87,22.8
2002-07-18,3.26,27.67,19.09
2002-07-19,18.58,27.94,10.44
2002-07-20,40.51,27.52,13.02
2002-07-21,60.06,27.64,3.71
2002-07-22,49.34,27.72,8.29
2002-07-23,22.81,27.58,6.53
2002-07-24,11.23,28.08,20.92
2002-07-25,4.81,27.96,14.63
2002-07-26,2.17,27.64,18.85
2002-07-27,1.92,27.68,12.63
2002-07-28,3.3,27.19,15.97
2002-07-29,8.75,26.88,15.44
2002-07-30,3.87,27.24,17.74
2002-07-31,0.97,27.12,21.63
2002-08-01,1.35,27.67,21.71
2002-08-02,9.96,27.52,11.75
2002-08-03,13.75,27.05,11.71
2002-08-04,4.09,26.8,18.51
2002-08-05,3.1,27.24,24.09
2002-08-06,2.33,27.59,23.37
2002-08-07,17.77,27.52,23.25
2002-08-08,6.33,27.94,21.26
2002-08-09,6.03,27.89,16.97
2002-08-10,18.01,28.02,19.91
2002-08-11,18.85,27.66,15.16
2002-08-12,11.24,27.48,8.09
2002-08-13,11.33,27.43,15.84
2002-08-14,21.42,27.27,15.51
2002-08-15,11.85,27.06,16.86
2002-08-16,11.35,26.99,11.01
2002-08-17,25.22,27.49,13.24
2002-08-18,11.1,27.59,19.84
2002-08-19,5.88,26.98,10.15
2002-08-20,3.04,27.12,17.29
2002-08-21,7.09,26.85,18.92
2002-08-22,4.17,27.38,20.4
2002-08-23,2.07,26.6,18.7
2002-08-24,0.8,26.25,17.08
2002-08-25,3.47,26.78,10.83
2002-08-26,18.58,27.72,8.07
2002-08-27,21.29,28.67,21.61
2002-08-28,24.6,27.54,20.29
2002-08-29,2.67,26.9,21.91
2002-08-30,0.48,27.43,22.15
2002-08-31,0.08,27.21,23.83
2002-09-01,1.61,27.11,22.94
2002-09-02,0.98,27.52,23.2
2002-09-03,4.14,27.63,22.15
2002-09-04,10.06,27.39,18.26
2002-09-05,9.96,28.01,23.86
2002-09-06,24.9,27.67,20.66
2002-09-07,1.61,27.54,21.62
2002-09-08,4.62,27.23,18.97
2002-09-09,8.42,26.76,14.43
2002-09-10,10.72,25.9,14.54
2002-09-11,7.48,26.02,10.23
2002-09-12,0.43,27.2,18.19
2002-09-13,0.0,27.62,21.45
2002-09-14,0.01,27.14,19.27
2002-09-15,1.02,27.06,20.51
2002-09-16,3.35,27.32,16.98
2002-09-17,0.75,26.53,19.47
2002-09-18,0.0,26.11,22.72
2002-09-19,0.07,27.87,20.15
2002-09-20,2.97,28.59,21.8
2002-09-21,7.18,28.15,20.28
2002-09-22,12.2,27.29,18.17
2002-09-23,1.29,26.56,13.11
2002-09-24,13.35,26.46,18.47
2002-09-25,1.24,26.83,19.47
2002-09-26,12.96,26.58,17.18
2002-09-27,20.41,26.77,9.98
2002-09-28,10.47,26.99,13.12
2002-09-29,1.97,26.87,16.73
2002-09-30,0.29,26.76,19.99
2002-10-01,0.73,27.65,18.51
2002-10-02,0.54,27.5,19.45
2002-10-03,0.19,27.54,19.93
2002-10-04,0.05,27.47,20.22
2002-10-05,0.01,27.89,20.95
2002-10-06,0.0,27.96,21.13
2002-10-07,1.88,28.01,21.92
2002-10-08,2.96,27.52,21.63
2002-10-09,0.35,27.43,14.42
2002-10-10,0.14,26.46,20.86
2002-10-11,0.56,26.53,20.46
2002-10-12,0.19,26.05,20.99
2002-10-13,0.85,25.28,13.77
2002-10-14,12.42,23.87,4.94
2002-10-15,4.17,25.58,3.77
2002-10-16,4.11,26.66,14.12
2002-10-17,0.33,25.94,19.77
2002-10-18,0.26,25.5,15.91
2002-10-19,5.71,25.11,14.36
2002-10-20,2.39,25.89,9.99
2002-10-21,0.02,24.1,19.16
2002-10-22,0.0,24.0,20.29
2002-10-23,0.0,23.94,19.42
2002-10-24,0.0,23.62,19.44
2002-10-25,0.0,23.65,16.96
2002-10-26,0.0,23.47,18.8
2002-10-27,0.0,22.95,20.2
2002-10-28,0.0,22.49,19.38
2002-10-29,0.0,22.43,19.47
2002-10-30,0.0,22.37,19.71
2002-10-31,0.0,22.01,19.89
2002-11-01,0.0,22.13,19.1
2002-11-02,0.0,22.44,18.06
2002-11-03,0.0,23.81,12.73
2002-11-04,0.0,24.78,16.83
2002-11-05,0.0,24.45,16.74
2002-11-06,0.0,24.4,18.33
2002-11-07,0.0,23.54,12.67
2002-11-08,0.0,23.89,12.58
2002-11-09,0.0,24.07,18.3
2002-11-10,0.0,23.97,18.15
2002-11-11,15.11,22.48,6.99
2002-11-12,51.88,22.95,2.19
2002-11-13,21.39,25.15,7.07
2002-11-14,0.0,21.39,16.24
2002-11-15,0.0,20.13,18.6
2002-11-16,0.0,20.09,18.77
2002-11-17,0.0,20.38,18.94
2002-11-18,0.0,20.76,18.19
2002-11-19,0.0,20.76,18.19
2002-11-20,0.0,21.35,17.76
2002-11-21,0.0,20.01,18.37
2002-11-22,0.0,20.53,17.96
2002-11-23,0.0,21.86,17.02
2002-11-24,0.0,20.78,13.98
2002-11-25,0.0,21.86,15.99
2002-11-26,1.03,22.36,10.87
2002-11-27,0.2,21.54,15.74
2002-11-28,0.0,21.82,16.56
2002-11-29,1.21,22.03,11.61
2002-11-30,0.25,21.85,9.63
2002-12-01,0.01,21.09,16.47
2002-12-02,0.0,20.45,16.7
2002-12-03,0.0,19.73,16.87
2002-12-04,0.0,19.18,17.29
2002-12-05,0.0,18.69,17.46
2002-12-06,0.0,18.47,15.85
2002-12-07,0.0,17.87,14.02
2002-12-08,0.0,17.64,15.46
2002-12-09,0.0,17.71,17.09
2002-12-10,0.0,17.58,16.77
2002-12-11,0.0,17.82,16.6
2002-12-12,0.0,18.34,16.61
2002-12-13,0.0,19.07,16.12
2002-12-14,0.0,19.39,16.29
2002-12-15,0.0,19.24,15.73
2002-12-16,0.0,20.35,14.96
2002-12-17,0.0,19.99,15.33
2002-12-18,0.0,20.53,15.55
2002-12-19,0.0,20.28,14.56
2002-12-20,1.08,20.4,15.4
2002-12-21,0.0,21.63,14.93
2002-12-22,0.0,18.43,15.96
2002-12-23,0.0,17.2,16.02
2002-12-24,0.0,17.0,16.28
2002-12-25,0.0,17.63,14.21
2002-12-26,0.0,17.02,16.08
2002-12-27,0.0,16.89,16.52
2002-12-28,0.0,15.79,15.32
2002-12-29,0.0,14.96,15.79
2002-12-30,0.0,14.16,16.29
2002-12-31,0.75,14.38,17.2
2003-01-01,0.0,15.1,15.79
2003-01-02,0.0,15.8,16.86
2003-01-03,0.0,17.79,17.14
2003-01-04,0.0,18.24,16.41
2003-01-05,0.0,15.81,15.29
