date,sm_rootzone
2015-03-31,0.11270551250000001
2015-04-01,0.1199189375
2015-04-02,0.1429746125
2015-04-03,0.1399680375
2015-04-04,0.137476425
2015-04-05,0.1422225375
2015-04-06,0.1544966875
2015-04-07,0.1573784375
2015-04-08,0.1532075875
2015-04-09,0.1498988625
2015-04-10,0.14697203749999999
2015-04-11,0.144453625
2015-04-12,0.1429889625
2015-04-13,0.1421646375
2015-04-14,0.141339225
2015-04-15,0.1408372375
2015-04-16,0.141720475
2015-04-17,0.1461045875
2015-04-18,0.1453335625
2015-04-19,0.143023
2015-04-20,0.140845225
2015-04-21,0.1390137125
2015-04-22,0.1390127875
2015-04-23,0.1420282125
2015-04-24,0.155082225
2015-04-25,0.16281535
2015-04-26,0.1653404125
2015-04-27,0.1616193125
2015-04-28,0.160180625
2015-04-29,0.1604912125
2015-04-30,0.1596067125
2015-05-01,0.16410868750000002
2015-05-02,0.1684047375
2015-05-03,0.16630195
2015-05-04,0.1629671
2015-05-05,0.16076115000000002
2015-05-06,0.1590817
2015-05-07,0.1574760875
2015-05-08,0.1556470375
2015-05-09,0.154026425
2015-05-10,0.1567679375
2015-05-11,0.165434
2015-05-12,0.179024225
2015-05-13,0.176273375
2015-05-14,0.1714629375
2015-05-15,0.17212325
2015-05-16,0.176907975
2015-05-17,0.1778233
2015-05-18,0.179836975
2015-05-19,0.1749536625
2015-05-20,0.1708119
2015-05-21,0.1686221125
2015-05-22,0.166492775
2015-05-23,0.16832373750000001
2015-05-24,0.180872475
2015-05-25,0.186990325
2015-05-26,0.1823620625
2015-05-27,0.179900875
2015-05-28,0.1788395875
2015-05-29,0.1767224375
2015-05-30,0.174173825
2015-05-31,0.171754675
2015-06-01,0.1690211875
2015-06-02,0.166591675
2015-06-03,0.1673989875
2015-06-04,0.1668039125
2015-06-05,0.16605396249999999
2015-06-06,0.1747421
2015-06-07,0.17692645
2015-06-08,0.1736377875
2015-06-09,0.17092715
2015-06-10,0.1740885875
2015-06-11,0.217006925
2015-06-12,0.24081765
2015-06-13,0.2408829375
2015-06-14,0.24297065
2015-06-15,0.2446785125
2015-06-16,0.26232697499999996
2015-06-17,0.2719041875
2015-06-18,0.2679530125
2015-06-19,0.2635263875
2015-06-20,0.25844705
2015-06-21,0.2589128625
2015-06-22,0.282317775
