date,rainfall_mm,temp_c,solar_rad_kwh_m2
2001-01-01,0.0,17.57,13.8
2001-01-02,0.02,17.99,15.06
2001-01-03,0.0,17.81,15.04
2001-01-04,0.01,16.84,13.35
2001-01-05,0.03,15.17,13.19
2001-01-06,0.0,14.39,14.81
2001-01-07,0.0,14.21,14.33
2001-01-08,0.0,14.89,15.96
2001-01-09,0.0,15.24,14.49
2001-01-10,0.0,14.81,13.95
2001-01-11,0.0,13.98,15.08
2001-01-12,0.0,13.93,15.3
2001-01-13,0.0,14.56,15.52
2001-01-14,0.0,14.79,15.93
2001-01-15,0.0,16.22,16.59
2001-01-16,0.0,15.89,16.73
2001-01-17,0.0,16.97,17.43
2001-01-18,0.0,16.3,17.61
2001-01-19,0.0,17.05,17.6
2001-01-20,0.0,17.14,17.64
2001-01-21,0.0,16.92,17.68
2001-01-22,0.0,16.29,17.14
2001-01-23,0.54,17.2,8.16
2001-01-24,0.0,15.78,13.87
2001-01-25,0.0,15.55,16.03
2001-01-26,0.0,13.34,16.38
2001-01-27,0.0,13.48,16.12
2001-01-28,0.0,14.93,16.42
2001-01-29,0.0,15.99,16.95
2001-01-30,0.0,16.93,16.46
2001-01-31,0.0,16.41,15.27
2001-02-01,0.0,17.22,14.13
2001-02-02,0.0,17.56,13.89
2001-02-03,0.0,17.12,15.21
2001-02-04,0.0,17.53,17.61
2001-02-05,0.0,18.37,14.05
2001-02-06,0.0,18.99,13.87
2001-02-07,0.0,17.88,18.17
2001-02-08,0.0,16.96,18.06
2001-02-09,0.0,17.66,17.3
2001-02-10,0.0,17.13,16.73
2001-02-11,0.0,16.95,18.31
2001-02-12,0.0,17.85,18.83
2001-02-13,0.0,18.64,19.3
2001-02-14,0.0,19.52,19.1
2001-02-15,0.0,20.56,17.43
2001-02-16,0.0,21.11,18.48
2001-02-17,0.0,22.12,18.39
2001-02-18,0.0,21.76,18.71
2001-02-19,0.69,21.78,15.8
2001-02-20,0.0,20.8,18.88
2001-02-21,0.08,20.12,15.58
2001-02-22,0.37,19.95,16.61
2001-02-23,0.0,20.06,17.82
2001-02-24,3.72,20.09,15.46
2001-02-25,15.01,21.36,14.4
2001-02-26,71.49,21.96,9.34
2001-02-27,2.0,22.55,14.61
2001-02-28,0.0,21.91,18.45
2001-03-01,0.02,22.46,15.11
2001-03-02,0.0,22.58,19.52
2001-03-03,0.0,22.0,20.89
2001-03-04,0.0,21.79,22.17
2001-03-05,0.08,19.97,14.73
2001-03-06,0.0,20.13,21.72
2001-03-07,0.0,20.77,21.75
2001-03-08,0.0,21.24,20.43
2001-03-09,0.0,22.29,19.46
2001-03-10,0.0,22.27,21.68
2001-03-11,0.0,21.62,21.96
2001-03-12,0.0,22.67,22.79
2001-03-13,0.0,22.75,22.92
2001-03-14,0.0,22.96,21.53
2001-03-15,0.05,24.54,21.08
2001-03-16,0.0,23.28,20.77
2001-03-17,0.0,24.25,22.64
2001-03-18,0.58,23.65,22.04
2001-03-19,0.04,24.05,23.3
2001-03-20,0.0,25.33,22.75
2001-03-21,0.0,25.68,22.56
2001-03-22,0.0,25.87,21.47
2001-03-23,1.18,24.13,17.22
2001-03-24,11.02,25.55,19.2
2001-03-25,0.13,24.61,21.47
2001-03-26,0.08,24.43,20.41
2001-03-27,0.18,25.86,20.85
2001-03-28,4.22,25.41,18.18
2001-03-29,5.14,26.49,19.67
2001-03-30,8.29,25.41,15.05
2001-03-31,2.17,23.99,19.75
2001-04-01,11.12,25.04,21.5
2001-04-02,1.26,25.14,22.68
2001-04-03,0.01,26.56,23.23
2001-04-04,0.0,28.16,23.0
2001-04-05,0.1,27.65,23.71
2001-04-06,0.0,28.47,23.91
2001-04-07,0.0,30.06,24.33
2001-04-08,1.33,29.99,21.15
2001-04-09,0.32,28.08,15.21
2001-04-10,3.4,28.71,20.38
2001-04-11,4.53,28.53,20.78
2001-04-12,5.92,28.94,20.34
2001-04-13,15.52,26.47,14.04
2001-04-14,0.94,26.21,12.82
2001-04-15,5.41,27.23,23.43
2001-04-16,2.7,27.0,23.32
2001-04-17,3.76,27.84,20.84
2001-04-18,1.19,27.84,19.64
2001-04-19,4.53,27.96,22.96
2001-04-20,2.49,28.65,21.89
2001-04-21,0.0,27.94,24.84
2001-04-22,0.18,29.13,25.83
2001-04-23,0.0,28.99,26.59
2001-04-24,0.0,30.0,25.76
2001-04-25,0.01,30.44,25.2
2001-04-26,2.33,30.49,23.21
2001-04-27,15.83,29.21,17.99
2001-04-28,47.26,27.69,18.16
2001-04-29,43.42,27.47,13.4
2001-04-30,23.47,27.14,15.91
2001-05-01,0.01,27.7,23.9
2001-05-02,2.05,27.94,13.24
2001-05-03,10.31,27.98,17.99
2001-05-04,20.75,26.67,13.11
2001-05-05,18.02,25.65,9.29
2001-05-06,3.47,25.09,9.47
2001-05-07,38.0,26.27,11.98
2001-05-08,44.18,26.79,8.75
2001-05-09,47.89,26.42,9.4
2001-05-10,29.12,27.19,2.62
2001-05-11,3.36,26.24,13.78
2001-05-12,0.69,26.43,24.52
2001-05-13,0.01,27.97,27.55
2001-05-14,0.99,28.95,25.12
2001-05-15,0.1,29.38,26.01
2001-05-16,3.81,29.7,19.66
2001-05-17,7.71,28.66,22.72
2001-05-18,54.85,27.87,25.02
2001-05-19,15.77,28.03,20.23
2001-05-20,35.92,28.22,21.17
2001-05-21,18.84,28.12,19.67
2001-05-22,17.28,27.49,12.9
2001-05-23,14.24,28.19,9.74
2001-05-24,5.11,27.94,14.39
2001-05-25,2.68,28.67,21.51
2001-05-26,2.97,28.45,17.8
2001-05-27,0.0,29.02,24.59
2001-05-28,6.74,28.1,24.06
2001-05-29,5.97,28.12,10.41
2001-05-30,13.73,27.7,17.69
2001-05-31,68.54,27.67,14.4
2001-06-01,13.68,27.95,12.25
2001-06-02,9.44,27.85,17.18
2001-06-03,34.02,27.36,13.91
2001-06-04,64.29,25.97,6.06
2001-06-05,116.12,26.01,2.11
2001-06-06,51.17,26.68,3.11
2001-06-07,7.47,26.74,14.99
2001-06-08,6.87,26.91,20.23
2001-06-09,19.81,26.97,20.56
2001-06-10,4.93,27.86,24.02
2001-06-11,5.02,28.13,13.77
2001-06-12,0.37,28.17,26.76
2001-06-13,9.73,27.68,22.27
2001-06-14,9.03,26.6,8.15
2001-06-15,22.97,26.15,12.93
2001-06-16,8.89,27.99,18.3
2001-06-17,26.96,27.19,16.44
2001-06-18,28.49,26.8,13.53
2001-06-19,19.18,27.3,13.72
2001-06-20,27.88,27.78,17.26
2001-06-21,10.84,27.39,22.14
2001-06-22,11.77,28.75,24.35
2001-06-23,22.31,28.67,20.78
2001-06-24,26.95,28.74,20.02
2001-06-25,2.94,27.82,17.05
2001-06-26,2.99,27.49,18.46
2001-06-27,3.35,27.4,16.85
2001-06-28,1.08,28.64,23.93
2001-06-29,8.84,27.56,21.51
2001-06-30,49.56,27.12,14.33
2001-07-01,45.83,27.14,9.38
2001-07-02,2.77,27.27,17.72
2001-07-03,3.33,28.38,25.61
2001-07-04,0.81,29.56,24.48
2001-07-05,4.22,29.65,22.33
2001-07-06,7.99,28.59,19.36
2001-07-07,10.1,29.61,24.81
2001-07-08,2.71,29.87,26.07
2001-07-09,5.54,29.6,18.58
2001-07-10,10.57,28.21,17.29
2001-07-11,13.48,27.7,18.4
2001-07-12,15.4,28.25,16.63
2001-07-13,20.54,27.39,17.48
2001-07-14,5.2,27.51,15.99
2001-07-15,8.91,27.95,19.49
2001-07-16,21.43,27.5,21.73
2001-07-17,17.4,28.72,23.38
2001-07-18,18.25,28.65,21.19
2001-07-19,4.92,27.54,15.37
2001-07-20,11.22,27.51,18.06
2001-07-21,6.27,27.77,15.61
2001-07-22,1.11,27.87,21.45
2001-07-23,16.98,28.41,20.71
2001-07-24,11.78,27.82,19.95
2001-07-25,5.62,27.42,17.94
2001-07-26,16.8,27.75,18.56
2001-07-27,10.29,27.97,16.81
2001-07-28,21.36,27.72,14.24
2001-07-29,66.0,27.44,3.3
2001-07-30,61.88,27.38,5.43
2001-07-31,67.92,27.74,5.07
2001-08-01,25.05,27.05,11.21
2001-08-02,4.32,28.36,17.28
2001-08-03,0.42,30.85,23.6
2001-08-04,5.75,28.94,23.17
2001-08-05,27.05,28.36,14.15
2001-08-06,10.0,28.17,9.93
2001-08-07,0.71,29.18,23.93
2001-08-08,7.13,29.22,21.03
2001-08-09,16.53,28.99,22.07
2001-08-10,24.7,28.48,22.7
2001-08-11,16.02,28.11,20.12
2001-08-12,4.49,28.0,17.89
2001-08-13,6.54,29.8,22.02
2001-08-14,17.11,27.97,13.67
2001-08-15,5.21,28.28,15.79
2001-08-16,6.15,28.55,19.91
2001-08-17,6.62,29.22,15.83
2001-08-18,16.97,28.49,21.2
2001-08-19,11.72,29.18,20.16
2001-08-20,40.87,29.34,23.46
2001-08-21,15.53,27.37,12.91
2001-08-22,2.95,27.73,19.63
2001-08-23,2.31,28.03,20.89
2001-08-24,6.12,28.06,13.37
2001-08-25,7.6,28.02,18.88
2001-08-26,6.9,28.25,12.99
2001-08-27,6.73,27.88,6.35
2001-08-28,3.91,27.57,20.81
2001-08-29,6.92,28.93,19.78
2001-08-30,13.29,28.54,15.92
2001-08-31,10.82,28.36,15.64
2001-09-01,8.52,26.52,15.21
2001-09-02,5.58,27.24,19.85
2001-09-03,3.53,27.27,13.17
2001-09-04,11.03,27.89,20.88
2001-09-05,10.48,28.38,21.29
2001-09-06,6.51,27.85,19.65
2001-09-07,11.49,27.71,17.84
2001-09-08,5.22,27.47,19.17
2001-09-09,6.19,27.84,17.97
2001-09-10,3.46,27.56,16.19
2001-09-11,12.94,26.76,20.47
2001-09-12,6.31,26.44,15.52
2001-09-13,27.83,26.96,18.52
2001-09-14,9.15,26.53,16.35
2001-09-15,0.0,27.98,19.9
2001-09-16,14.94,28.17,20.63
2001-09-17,26.13,28.8,17.28
2001-09-18,32.99,26.87,10.25
2001-09-19,25.79,25.77,4.8
2001-09-20,4.99,26.53,11.61
2001-09-21,0.37,27.03,21.75
2001-09-22,0.94,28.15,20.14
2001-09-23,2.64,28.0,12.85
2001-09-24,1.86,27.89,18.03
2001-09-25,19.75,27.92,19.24
2001-09-26,2.69,27.81,20.33
2001-09-27,0.36,28.25,15.86
2001-09-28,0.02,27.7,20.86
2001-09-29,5.1,27.77,21.6
2001-09-30,11.69,27.41,15.87
2001-10-01,3.22,26.84,17.03
2001-10-02,29.24,26.02,12.82
2001-10-03,18.79,25.41,8.12
2001-10-04,37.0,25.76,14.8
2001-10-05,29.95,25.16,15.43
2001-10-06,15.67,26.05,12.38
2001-10-07,10.17,26.44,15.39
2001-10-08,3.96,27.09,11.43
2001-10-09,10.61,27.64,16.12
2001-10-10,16.53,26.51,8.31
2001-10-11,0.44,26.21,16.77
2001-10-12,0.35,25.53,18.27
2001-10-13,1.34,27.22,14.74
2001-10-14,14.79,26.27,9.38
2001-10-15,1.7,27.1,19.53
2001-10-16,7.19,26.86,17.2
2001-10-17,6.33,26.14,16.42
2001-10-18,29.08,24.32,7.04
2001-10-19,0.17,24.3,17.98
2001-10-20,0.0,25.38,19.4
2001-10-21,0.0,26.11,19.35
2001-10-22,0.0,26.52,19.99
2001-10-23,0.0,26.49,20.22
2001-10-24,0.0,27.13,19.77
2001-10-25,0.0,26.58,19.68
2001-10-26,0.13,25.75,19.54
2001-10-27,0.06,26.45,12.24
2001-10-28,0.29,26.21,15.86
2001-10-29,3.87,25.72,17.1
2001-10-30,7.23,24.93,9.36
2001-10-31,10.66,24.14,6.03
2001-11-01,0.81,25.04,14.18
2001-11-02,0.01,24.13,18.36
2001-11-03,0.06,23.1,18.1
2001-11-04,1.04,23.23,17.12
2001-11-05,0.18,23.43,18.14
2001-11-06,0.27,24.16,18.09
2001-11-07,3.71,24.37,6.2
2001-11-08,0.15,23.34,10.49
2001-11-09,0.0,22.74,15.6
2001-11-10,5.52,23.52,13.12
2001-11-11,5.66,22.94,5.51
2001-11-12,5.14,21.15,4.88
2001-11-13,0.0,23.36,16.89
2001-11-14,0.0,24.03,17.61
2001-11-15,0.0,23.8,16.5
2001-11-16,0.0,23.25,16.94
2001-11-17,0.44,22.39,17.13
2001-11-18,0.01,22.4,16.79
2001-11-19,0.39,22.9,14.48
2001-11-20,0.0,22.43,16.85
2001-11-21,3.22,20.97,16.23
2001-11-22,0.9,20.82,15.11
2001-11-23,0.01,20.51,12.8
2001-11-24,0.0,20.88,14.46
2001-11-25,0.0,21.33,16.38
2001-11-26,0.0,21.26,16.77
2001-11-27,0.0,20.46,16.57
2001-11-28,0.0,19.07,15.88
2001-11-29,0.0,18.94,15.87
2001-11-30,0.0,18.42,15.71
2001-12-01,0.0,17.21,15.22
2001-12-02,0.0,16.76,14.88
2001-12-03,0.0,17.15,14.96
2001-12-04,0.0,17.41,15.57
2001-12-05,0.0,17.4,15.49
2001-12-06,0.0,18.16,15.3
2001-12-07,0.0,17.47,14.76
2001-12-08,0.31,16.96,13.13
2001-12-09,0.0,16.76,12.9
2001-12-10,0.0,17.77,14.75
2001-12-11,0.0,17.27,15.32
2001-12-12,0.0,17.19,15.58
2001-12-13,0.0,18.15,15.68
2001-12-14,0.0,18.27,14.99
2001-12-15,0.0,18.03,15.78
2001-12-16,0.0,16.49,14.46
2001-12-17,0.0,16.66,16.07
2001-12-18,0.0,18.01,15.43
2001-12-19,0.0,18.05,14.22
2001-12-20,0.0,18.18,14.74
2001-12-21,0.0,19.32,10.01
2001-12-22,0.91,19.66,14.45
2001-12-23,0.0,19.49,15.21
2001-12-24,0.0,18.93,14.49
2001-12-25,0.0,18.6,15.63
2001-12-26,0.0,18.18,15.51
2001-12-27,0.0,18.64,15.08
2001-12-28,0.0,18.29,16.0
2001-12-29,0.0,17.25,15.93
2001-12-30,0.0,17.27,15.19
2001-12-31,0.0,16.91,15.37
2002-01-01,0.0,17.64,14.57
2002-01-02,0.0,18.35,16.43
2002-01-03,0.0,18.97,16.51
2002-01-04,0.0,18.6,14.48
2002-01-05,0.0,18.77,16.28
2002-01-06,0.0,18.78,16.43
2002-01-07,0.03,18.54,8.79
2002-01-08,0.0,18.32,11.94
2002-01-09,0.0,18.18,14.72
2002-01-10,0.0,18.04,14.93
2002-01-11,0.0,16.95,15.01
2002-01-12,0.0,17.02,15.63
2002-01-13,0.0,16.96,16.78
2002-01-14,0.0,17.12,16.19
2002-01-15,0.0,16.78,14.05
2002-01-16,0.06,17.92,14.44
2002-01-17,3.15,19.1,11.13
2002-01-18,0.16,19.14,12.92
2002-01-19,0.0,19.32,14.84
2002-01-20,0.05,19.43,16.25
2002-01-21,0.15,19.78,15.76
2002-01-22,0.22,19.82,10.27
2002-01-23,1.99,18.76,5.17
2002-01-24,0.03,17.31,12.02
2002-01-25,0.0,15.05,16.17
2002-01-26,0.0,14.64,15.86
2002-01-27,0.0,14.72,16.47
2002-01-28,2.12,17.24,3.31
2002-01-29,0.1,17.46,16.53
2002-01-30,0.62,17.06,13.01
2002-01-31,0.0,16.03,17.09
2002-02-01,0.0,16.07,17.99
2002-02-02,0.0,16.04,18.51
2002-02-03,0.0,16.2,17.42
2002-02-04,0.0,15.22,17.8
2002-02-05,0.0,15.97,17.85
2002-02-06,0.0,16.64,18.35
2002-02-07,0.0,19.15,17.76
2002-02-08,0.0,20.32,15.82
2002-02-09,0.0,20.87,18.15
2002-02-10,0.0,20.9,18.12
2002-02-11,0.0,21.16,18.51
2002-02-12,0.0,21.1,11.83
2002-02-13,0.0,20.69,15.9
2002-02-14,0.0,19.48,20.02
2002-02-15,0.0,19.47,20.56
2002-02-16,0.0,20.58,20.64
2002-02-17,0.0,20.96,20.4
2002-02-18,0.0,21.44,20.49
2002-02-19,0.0,20.95,19.17
2002-02-20,0.12,20.33,19.66
2002-02-21,0.0,20.13,19.79
2002-02-22,0.03,20.83,18.94
2002-02-23,0.0,21.4,19.76
2002-02-24,0.0,21.27,20.28
2002-02-25,2.72,21.87,19.68
2002-02-26,0.11,21.34,18.65
2002-02-27,0.0,20.75,19.4
2002-02-28,0.01,20.34,21.65
2002-03-01,0.0,20.98,21.26
2002-03-02,0.0,21.65,20.72
2002-03-03,5.29,22.19,8.76
2002-03-04,0.29,23.04,18.28
2002-03-05,0.0,21.81,20.07
2002-03-06,0.0,21.96,21.57
2002-03-07,0.0,22.18,22.38
2002-03-08,0.0,22.4,21.65
2002-03-09,0.0,22.52,21.29
2002-03-10,1.47,24.03,19.76
2002-03-11,10.88,25.4,20.21
2002-03-12,0.72,25.69,20.26
2002-03-13,0.0,24.16,21.15
2002-03-14,0.0,23.95,20.13
2002-03-15,0.0,23.77,21.58
2002-03-16,0.0,24.2,18.91
2002-03-17,0.0,24.06,22.97
2002-03-18,0.0,25.26,23.43
2002-03-19,0.0,26.27,22.8
2002-03-20,0.0,26.26,23.17
2002-03-21,0.0,26.89,23.08
2002-03-22,0.37,26.41,22.68
2002-03-23,3.64,26.17,19.37
2002-03-24,15.62,26.13,16.58
2002-03-25,16.99,25.06,16.85
2002-03-26,24.43,25.0,13.58
2002-03-27,13.07,25.54,13.73
2002-03-28,1.31,25.23,18.69
2002-03-29,5.32,25.93,16.51
2002-03-30,0.58,26.16,21.31
2002-03-31,0.08,25.95,21.76
2002-04-01,16.48,26.35,15.86
2002-04-02,35.23,24.84,11.39
2002-04-03,11.34,22.97,17.04
2002-04-04,0.53,23.41,22.75
2002-04-05,0.0,25.11,25.18
2002-04-06,6.03,25.13,18.11
2002-04-07,0.33,26.52,21.56
2002-04-08,0.53,27.75,21.49
2002-04-09,2.14,26.8,20.05
2002-04-10,9.87,27.31,17.81
2002-04-11,14.14,26.46,15.22
2002-04-12,0.01,25.55,21.6
2002-04-13,0.27,26.27,23.88
2002-04-14,0.04,26.43,25.38
2002-04-15,15.07,26.69,10.28
2002-04-16,16.77,26.78,11.98
2002-04-17,19.94,27.32,5.69
2002-04-18,4.76,27.53,18.95
2002-04-19,4.28,27.86,20.34
2002-04-20,1.12,27.74,21.22
2002-04-21,26.6,27.6,19.43
2002-04-22,1.32,26.79,14.7
2002-04-23,1.1,26.23,21.32
2002-04-24,14.87,26.73,21.21
2002-04-25,26.95,26.74,21.27
2002-04-26,58.88,26.75,16.88
2002-04-27,19.65,26.13,22.29
2002-04-28,1.06,26.17,21.93
2002-04-29,37.57,26.37,21.01
2002-04-30,21.53,26.02,22.13
2002-05-01,11.53,26.54,12.15
2002-05-02,9.46,26.71,13.4
2002-05-03,12.46,26.72,21.31
2002-05-04,7.48,25.79,21.85
2002-05-05,7.67,26.79,7.45
2002-05-06,5.8,25.35,6.86
2002-05-07,1.93,26.8,25.91
2002-05-08,0.45,28.38,25.13
2002-05-09,12.93,28.53,24.98
2002-05-10,32.65,28.32,16.06
2002-05-11,17.95,27.69,7.97
2002-05-12,4.17,28.9,10.62
2002-05-13,0.0,30.11,22.34
2002-05-14,16.43,29.32,23.14
2002-05-15,6.42,27.68,22.92
2002-05-16,0.02,29.04,27.08
2002-05-17,3.03,30.19,25.94
2002-05-18,18.02,30.31,26.54
2002-05-19,7.94,29.21,13.87
2002-05-20,7.58,29.02,15.94
2002-05-21,26.68,28.71,8.99
2002-05-22,63.38,28.68,13.53
2002-05-23,11.78,28.3,15.28
2002-05-24,0.01,28.01,20.85
2002-05-25,37.85,26.92,18.86
2002-05-26,22.04,26.25,4.38
2002-05-27,9.71,25.97,9.66
2002-05-28,2.18,24.82,17.63
2002-05-29,0.08,26.56,23.77
2002-05-30,4.0,27.64,23.05
2002-05-31,11.28,27.67,10.48
2002-06-01,4.68,27.57,11.82
2002-06-02,1.35,28.08,15.74
2002-06-03,4.16,28.65,18.41
2002-06-04,13.21,28.6,17.06
2002-06-05,45.08,27.95,21.72
2002-06-06,61.2,27.08,12.47
2002-06-07,52.52,28.1,6.23
2002-06-08,14.91,27.38,6.42
2002-06-09,2.0,28.14,16.71
2002-06-10,9.83,27.49,15.43
2002-06-11,23.82,26.94,14.3
2002-06-12,10.31,26.65,11.38
2002-06-13,37.6,26.75,2.62
2002-06-14,56.15,27.39,10.44
2002-06-15,28.03,27.83,5.91
2002-06-16,10.7,28.29,8.66
2002-06-17,10.64,27.69,17.13
2002-06-18,7.8,27.86,19.03
2002-06-19,15.36,28.0,12.18
2002-06-20,5.3,27.76,22.34
2002-06-21,4.25,28.03,16.82
2002-06-22,33.75,28.4,17.13
2002-06-23,6.17,28.83,21.26
2002-06-24,25.09,28.93,21.94
2002-06-25,2.82,28.81,18.12
2002-06-26,13.3,28.07,21.11
2002-06-27,6.02,27.77,15.64
2002-06-28,11.78,28.25,14.26
2002-06-29,39.44,27.44,14.31
2002-06-30,21.01,27.98,11.92
2002-07-01,17.41,28.99,12.76
2002-07-02,21.61,28.3,14.57
2002-07-03,11.19,27.98,12.42
2002-07-04,24.72,28.0,10.92
2002-07-05,15.76,28.17,16.11
2002-07-06,42.77,28.56,10.94
2002-07-07,35.31,28.63,10.46
2002-07-08,16.39,28.0,10.14
2002-07-09,6.37,28.38,8.21
2002-07-10,4.66,28.39,6.32
2002-07-11,17.39,27.79,8.36
2002-07-12,9.28,27.84,11.03
2002-07-13,34.5,28.9,13.23
2002-07-14,23.34,28.19,13.47
2002-07-15,4.22,28.75,18.59
2002-07-16,8.11,28.71,19.4
2002-07-17,11.4,27.4,18.39
2002-07-18,11.7,27.75,18.91
2002-07-19,23.84,27.94,17.27
2002-07-20,16.08,27.16,16.24
2002-07-21,30.68,27.14,6.27
2002-07-22,52.7,27.05,3.67
2002-07-23,52.03,27.33,5.03
2002-07-24,22.48,27.14,11.13
2002-07-25,14.99,27.66,7.49
2002-07-26,6.37,27.35,17.54
2002-07-27,0.3,27.15,13.88
2002-07-28,14.08,27.76,12.75
2002-07-29,33.61,26.62,17.72
2002-07-30,15.34,27.82,10.4
2002-07-31,9.93,27.28,17.0
2002-08-01,12.65,27.49,17.39
2002-08-02,21.73,27.16,7.19
2002-08-03,17.74,27.57,16.98
2002-08-04,22.67,27.15,14.34
2002-08-05,3.06,27.74,23.35
2002-08-06,11.85,27.46,18.11
2002-08-07,19.46,27.67,21.15
2002-08-08,10.54,29.35,23.46
2002-08-09,11.68,28.83,16.85
2002-08-10,21.27,27.43,18.19
2002-08-11,14.74,27.83,8.66
2002-08-12,29.36,27.62,16.18
2002-08-13,10.4,28.06,16.7
2002-08-14,14.55,28.05,15.86
2002-08-15,7.32,28.66,19.1
2002-08-16,5.81,27.64,18.56
2002-08-17,20.64,26.93,13.48
2002-08-18,1.72,27.89,15.8
2002-08-19,25.4,27.53,11.83
2002-08-20,31.11,27.86,7.58
2002-08-21,1.56,27.71,16.75
2002-08-22,3.74,28.4,22.53
2002-08-23,11.53,26.87,16.43
2002-08-24,13.32,25.73,12.35
2002-08-25,8.3,25.84,10.19
2002-08-26,6.03,27.5,14.2
2002-08-27,3.68,28.64,21.57
2002-08-28,4.6,29.19,22.19
2002-08-29,8.31,28.59,23.43
2002-08-30,22.89,27.02,21.84
2002-08-31,1.57,27.48,23.09
2002-09-01,7.25,28.43,22.58
2002-09-02,3.43,28.02,23.21
2002-09-03,6.07,28.42,21.18
2002-09-04,3.77,26.85,23.11
2002-09-05,6.12,29.12,23.95
2002-09-06,6.38,28.45,18.56
2002-09-07,0.06,29.02,23.61
2002-09-08,0.5,29.71,23.21
2002-09-09,0.33,28.06,20.15
2002-09-10,3.77,27.8,16.36
2002-09-11,4.26,26.71,11.58
2002-09-12,0.0,27.5,17.54
2002-09-13,0.96,27.66,21.34
2002-09-14,2.72,27.1,20.04
2002-09-15,27.36,26.59,17.33
2002-09-16,13.72,26.41,8.4
2002-09-17,0.54,26.98,21.13
2002-09-18,0.0,27.37,22.96
2002-09-19,0.15,27.32,21.78
2002-09-20,2.19,27.23,22.04
2002-09-21,9.06,28.65,21.09
2002-09-22,5.38,26.81,20.34
2002-09-23,13.42,25.94,15.06
2002-09-24,19.17,26.04,14.1
2002-09-25,12.36,25.71,16.2
2002-09-26,16.45,26.58,18.03
2002-09-27,30.68,25.94,3.22
2002-09-28,27.91,26.08,11.86
2002-09-29,35.33,25.91,8.15
2002-09-30,38.44,26.28,9.22
2002-10-01,8.2,26.5,5.72
2002-10-02,5.09,27.07,11.94
2002-10-03,0.95,27.68,9.54
2002-10-04,0.81,27.54,16.77
2002-10-05,0.06,27.94,18.07
2002-10-06,0.0,29.02,21.02
2002-10-07,0.93,27.9,20.35
2002-10-08,0.93,27.12,20.55
2002-10-09,1.13,25.98,15.58
2002-10-10,0.08,26.09,20.09
2002-10-11,1.21,26.36,19.37
2002-10-12,0.2,26.08,19.92
2002-10-13,5.67,25.96,17.54
2002-10-14,1.02,25.02,9.79
2002-10-15,7.6,23.38,14.46
2002-10-16,0.82,25.64,12.12
2002-10-17,6.31,25.37,17.89
2002-10-18,5.17,24.58,7.79
2002-10-19,7.08,24.11,8.08
2002-10-20,1.26,25.16,15.53
2002-10-21,0.1,24.56,17.44
2002-10-22,0.01,24.14,18.46
2002-10-23,0.0,24.62,19.67
2002-10-24,0.0,24.16,19.54
2002-10-25,0.0,24.48,18.28
2002-10-26,0.0,24.44,18.8
2002-10-27,0.0,24.15,18.98
2002-10-28,0.0,23.66,18.94
2002-10-29,0.0,22.64,18.14
2002-10-30,0.0,22.14,18.25
2002-10-31,0.0,22.67,18.54
2002-11-01,0.0,23.46,18.57
2002-11-02,0.0,23.54,9.82
2002-11-03,0.0,24.15,13.28
2002-11-04,0.09,24.0,17.86
2002-11-05,0.0,23.27,14.48
2002-11-06,0.0,23.38,18.0
2002-11-07,0.0,23.81,15.94
2002-11-08,0.0,24.43,12.81
2002-11-09,0.0,23.7,16.94
2002-11-10,0.0,23.76,12.19
2002-11-11,12.3,23.59,9.18
2002-11-12,60.06,20.78,2.69
2002-11-13,38.05,22.61,5.42
2002-11-14,0.2,21.46,14.39
2002-11-15,0.0,20.26,16.67
2002-11-16,0.0,21.17,17.86
2002-11-17,0.0,21.27,17.62
2002-11-18,0.0,20.57,15.94
2002-11-19,0.16,20.62,16.86
2002-11-20,0.14,20.56,16.51
2002-11-21,0.0,20.54,17.35
2002-11-22,0.0,20.83,16.39
2002-11-23,0.0,20.51,16.48
2002-11-24,0.0,21.2,15.34
2002-11-25,0.0,21.56,15.37
2002-11-26,0.0,21.26,14.15
2002-11-27,0.0,21.74,15.57
2002-11-28,0.0,21.98,16.39
2002-11-29,0.0,20.87,15.19
2002-11-30,0.0,22.61,14.04
2002-12-01,0.0,21.71,14.1
2002-12-02,0.0,21.29,14.89
2002-12-03,0.0,20.42,15.85
2002-12-04,0.0,19.49,15.93
2002-12-05,0.0,19.42,15.51
2002-12-06,0.0,19.72,15.41
2002-12-07,0.0,18.63,15.56
2002-12-08,0.0,18.54,15.07
2002-12-09,0.0,19.02,15.93
2002-12-10,0.0,18.74,15.45
2002-12-11,0.0,19.23,15.93
2002-12-12,0.0,19.03,15.43
2002-12-13,0.0,18.67,14.99
2002-12-14,0.0,18.82,15.12
2002-12-15,0.04,18.82,14.75
2002-12-16,0.0,18.85,13.16
2002-12-17,0.0,19.2,13.47
2002-12-18,0.0,19.28,12.65
2002-12-19,51.85,18.66,10.32
2002-12-20,1.15,18.45,10.34
2002-12-21,0.1,18.22,11.47
2002-12-22,0.0,17.89,12.65
2002-12-23,0.0,17.27,14.51
2002-12-24,0.0,17.12,14.16
2002-12-25,0.0,15.8,13.16
2002-12-26,0.0,16.46,14.86
2002-12-27,0.0,16.13,15.31
2002-12-28,0.0,15.78,12.98
2002-12-29,0.0,14.59,13.94
2002-12-30,0.0,14.2,14.53
2002-12-31,29.35,14.57,15.53
2003-01-01,0.38,16.62,10.82
2003-01-02,0.0,17.59,15.21
2003-01-03,0.0,18.54,16.52
2003-01-04,0.0,17.54,13.48
2003-01-05,0.09,17.41,13.62
